account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Warephase,2IYQ5ALK,Jonathan Berthelot,Lost,GTX Basic,2017-10-02,2017-10-07,0.0
dambase,K4GL9NDX,Jonathan Berthelot,Lost,GTX Plus Basic,2017-10-02,2017-12-17,0.0
Dontechi,OFKWBRP7,Jonathan Berthelot,Lost,GTX Plus Basic,2017-10-02,2017-10-10,0.0
Isdom,1AGL4X1J,Jonathan Berthelot,Lost,GTX Plus Basic,2017-10-02,2017-12-18,0.0
Groovestreet,TSU40NIZ,Kami Bicknell,Lost,GTXPro,2017-10-02,2017-10-04,0.0
Sunnamplex,VSN0PA06,Kami Bicknell,Won,GTX Plus Basic,2017-10-02,2017-10-03,1048.0
Hatfan,FQODPHUL,Kary Hendrixson,Won,GTX Basic,2017-10-02,2017-11-04,631.0
Hottechi,KRUY5G5I,Lajuana Vencill,Lost,MG Advanced,2017-10-02,2017-10-13,0.0
Betatech,SCYV3JPO,Lajuana Vencill,Won,GTX Basic,2017-10-02,2017-10-12,536.0
Genco Pura Olive Oil Company,T91ZAQRH,Lajuana Vencill,Won,GTX Plus Basic,2017-10-02,2017-12-18,1127.0
Ron-tech,R293SULP,Marty Freudenburg,Lost,GTX Plus Basic,2017-10-02,2017-10-04,0.0
Cancity,UDKH3AM0,Marty Freudenburg,Won,MG Special,2017-10-02,2017-10-09,56.0
Hottechi,I4T9W7NQ,Maureen Marcano,Lost,GTX Basic,2017-10-02,2017-12-15,0.0
Bluth Company,H4ZSZQ9V,Reed Clapper,Won,GTXPro,2017-10-02,2017-10-10,4186.0
Konex,2GQAAHG6,Reed Clapper,Won,MG Advanced,2017-10-02,2017-10-12,3670.0
Umbrella Corporation,7OGPA4I3,Reed Clapper,Won,MG Advanced,2017-10-02,2017-10-12,3482.0
Gekko & Co,54XJLU62,Rosie Papadopoulos,Lost,GTX Plus Basic,2017-10-02,2017-10-12,0.0
Funholding,XSSK506P,Versie Hillebrand,Lost,MG Special,2017-10-02,2017-10-04,0.0
Kinnamplus,AJKE7ACY,Violet Mclelland,Won,MG Special,2017-10-02,2017-10-11,50.0
Massive Dynamic,JPPLGVUS,Violet Mclelland,Won,MG Advanced,2017-10-02,2017-12-31,3629.0
Hottechi,O7B3XCKF,Zane Levy,Lost,GTX Basic,2017-10-02,2017-10-03,0.0
Groovestreet,5A7S6Z6P,Zane Levy,Lost,GTXPro,2017-10-02,2017-10-11,0.0
Condax,OOB372R5,Zane Levy,Won,GTX Basic,2017-10-02,2017-10-12,544.0
Rundofase,L67B6CU2,Anna Snelling,Lost,GTX Plus Pro,2017-10-03,2017-10-09,0.0
Stanredtax,6V0QV9CU,Cecily Lampkin,Won,MG Advanced,2017-10-03,2017-10-10,3415.0
Bubba Gump,0MXZ36G7,Corliss Cosme,Won,GTX Basic,2017-10-03,2017-10-04,616.0
Donware,LMCHDMJX,Daniell Hammack,Won,GTX Plus Basic,2017-10-03,2017-10-08,1050.0
Toughzap,4HBU57OV,Darcel Schlecht,Won,MG Special,2017-10-03,2017-10-10,58.0
Zotware,AOIM2Y7M,Donn Cantrell,Won,MG Advanced,2017-10-03,2017-10-05,3858.0
Condax,5KC100IN,Elease Gluck,Lost,MG Special,2017-10-03,2017-10-13,0.0
Hottechi,OOFWSKFF,Gladys Colclough,Lost,GTX Basic,2017-10-03,2017-10-04,0.0
Funholding,LV7HHGM4,Gladys Colclough,Lost,GTX Plus Pro,2017-10-03,2017-10-05,0.0
Ron-tech,HBZEI375,Gladys Colclough,Lost,MG Advanced,2017-10-03,2017-10-10,0.0
Inity,GRQZZNQB,Gladys Colclough,Won,MG Advanced,2017-10-03,2017-11-08,3207.0
Konex,1D8XLZQ8,Hayden Neloms,Won,MG Advanced,2017-10-03,2017-11-21,3795.0
Rundofase,CAX04DY1,Jonathan Berthelot,Lost,MG Special,2017-10-03,2017-11-16,0.0
J-Texon,ZVEH26GP,Kami Bicknell,Won,GTX Plus Basic,2017-10-03,2017-10-08,1028.0
Doncon,G7QR0SCP,Kami Bicknell,Won,MG Special,2017-10-03,2017-10-15,64.0
Rangreen,DUOS7AO8,Marty Freudenburg,Lost,GTXPro,2017-10-03,2017-11-24,0.0
Bluth Company,CCCQGBSY,Reed Clapper,Won,GTX Plus Basic,2017-10-03,2017-12-09,1284.0
Iselectrics,C5Z2806X,Reed Clapper,Won,GTXPro,2017-10-03,2017-12-28,5044.0
Y-corporation,2CY7OS6A,Rosalina Dieter,Lost,MG Special,2017-10-03,2017-10-06,0.0
Rangreen,FZKX09GE,Versie Hillebrand,Won,MG Advanced,2017-10-03,2017-10-09,3254.0
Hottechi,R2PBFVU7,Vicki Laflamme,Lost,GTXPro,2017-10-03,2017-10-08,0.0
Xx-zobam,D4SJ5G2G,Violet Mclelland,Lost,MG Special,2017-10-03,2017-12-23,0.0
Vehement Capital Partners,N2ESTUQT,Wilburn Farren,Won,GTXPro,2017-10-03,2017-10-10,5127.0
Green-Plus,3QSM7X3W,Zane Levy,Won,GTXPro,2017-10-03,2017-11-06,4194.0
Singletechno,UG4BHJRQ,Zane Levy,Won,GTXPro,2017-10-03,2017-10-11,4105.0
Cancity,NMF60XWK,Anna Snelling,Lost,MG Special,2017-10-04,2017-10-13,0.0
Gogozoom,L6WEVHEN,Anna Snelling,Won,MG Special,2017-10-04,2017-12-16,59.0
Bluth Company,EYWXCFXJ,Boris Faz,Lost,GTX Plus Pro,2017-10-04,2017-11-01,0.0
Acme Corporation,QC9B7V93,Boris Faz,Lost,MG Advanced,2017-10-04,2017-10-11,0.0
Bubba Gump,CPVW06O2,Boris Faz,Won,MG Special,2017-10-04,2017-10-11,54.0
Plussunin,2KNVLXA4,Cassey Cress,Won,GTX Plus Pro,2017-10-04,2017-10-14,5989.0
Silis,YI8JSLKX,Daniell Hammack,Lost,GTXPro,2017-10-04,2017-10-15,0.0
Betatech,E4O6XJ9E,Darcel Schlecht,Lost,GTXPro,2017-10-04,2017-10-12,0.0
Finhigh,L7TT9ZL4,Darcel Schlecht,Won,GTX Plus Pro,2017-10-04,2017-12-21,4735.0
Rangreen,JD6WHH6G,Darcel Schlecht,Won,GTXPro,2017-10-04,2017-10-10,5055.0
Fasehatice,93OFIHMF,James Ascencio,Won,GTX Plus Pro,2017-10-04,2017-12-05,4527.0
dambase,9E7VMZ1J,Jonathan Berthelot,Lost,GTX Basic,2017-10-04,2017-12-23,0.0
Scottech,BUNGSHKB,Jonathan Berthelot,Lost,GTXPro,2017-10-04,2017-10-15,0.0
Inity,MK2YTCZN,Jonathan Berthelot,Won,MG Special,2017-10-04,2017-10-06,58.0
J-Texon,MZTB3C70,Kary Hendrixson,Lost,GTX Basic,2017-10-04,2017-11-17,0.0
Rantouch,LHG76MIU,Markita Hansen,Won,MG Special,2017-10-04,2017-12-03,62.0
Blackzim,SGAJAIP9,Maureen Marcano,Won,GTXPro,2017-10-04,2017-12-20,5026.0
Nam-zim,UZ9SEIZ9,Vicki Laflamme,Lost,MG Special,2017-10-04,2017-10-13,0.0
Y-corporation,KDY5FEUO,Vicki Laflamme,Won,GTX Basic,2017-10-04,2017-12-20,496.0
Plusstrip,ZRMZJVWK,Zane Levy,Won,GTXPro,2017-10-04,2017-12-28,5491.0
Hottechi,JAG873Y3,Anna Snelling,Lost,MG Special,2017-10-05,2017-10-12,0.0
Stanredtax,WQTR95J3,Cecily Lampkin,Won,GTX Basic,2017-10-05,2017-10-11,622.0
Zotware,1FHY3UGF,Corliss Cosme,Lost,GTXPro,2017-10-05,2017-10-13,0.0
Rangreen,B9KFRY53,Darcel Schlecht,Won,GTX Plus Basic,2017-10-05,2017-10-10,1132.0
Condax,ZRCY8P4P,Darcel Schlecht,Won,GTX Plus Pro,2017-10-05,2017-12-14,5422.0
Inity,M3RME16Q,Darcel Schlecht,Won,GTXPro,2017-10-05,2017-10-14,5170.0
Stanredtax,YPRHMUIB,Darcel Schlecht,Won,GTXPro,2017-10-05,2017-12-22,5009.0
Zathunicon,HM4ZINFJ,Donn Cantrell,Lost,MG Advanced,2017-10-05,2017-10-10,0.0
Konex,6WIQG92N,Elease Gluck,Lost,GTK 500,2017-10-05,2017-10-18,0.0
Acme Corporation,3JMB4J8E,Garret Kinder,Won,GTX Plus Pro,2017-10-05,2017-10-07,5331.0
Scotfind,FTZ4VYH4,Hayden Neloms,Lost,MG Advanced,2017-10-05,2017-12-13,0.0
Groovestreet,GEJKKFOL,James Ascencio,Lost,GTX Basic,2017-10-05,2017-10-10,0.0
Labdrill,UYWQ5N0R,James Ascencio,Lost,GTXPro,2017-10-05,2017-11-23,0.0
Hatfan,NDAFT4KV,James Ascencio,Won,GTX Plus Basic,2017-10-05,2017-10-18,1132.0
Blackzim,BO1GBSM0,James Ascencio,Won,GTX Plus Pro,2017-10-05,2017-10-11,5004.0
Inity,FSVEMKSG,Jonathan Berthelot,Won,GTX Basic,2017-10-05,2017-10-10,556.0
Gogozoom,V0XQVHQV,Jonathan Berthelot,Won,MG Special,2017-10-05,2017-10-12,53.0
Finjob,TFZMFOH9,Kami Bicknell,Won,GTXPro,2017-10-05,2017-11-24,4362.0
Warephase,8T9ANK4E,Marty Freudenburg,Won,GTX Basic,2017-10-05,2017-12-24,550.0
Stanredtax,76WXMI88,Moses Frase,Won,MG Special,2017-10-05,2017-12-28,50.0
Dontechi,ZH8XR8YT,Niesha Huffines,Lost,GTX Plus Basic,2017-10-05,2017-10-13,0.0
Dontechi,PR9HQKA7,Niesha Huffines,Lost,GTX Plus Basic,2017-10-05,2017-10-15,0.0
Funholding,NMHDWGNT,Niesha Huffines,Lost,GTXPro,2017-10-05,2017-10-15,0.0
Gekko & Co,WX3CPDYD,Reed Clapper,Won,GTXPro,2017-10-05,2017-12-31,4651.0
Umbrella Corporation,3DF5FIAM,Reed Clapper,Won,MG Advanced,2017-10-05,2017-12-17,3285.0
Faxquote,018KKT5I,Rosalina Dieter,Lost,GTX Basic,2017-10-05,2017-10-11,0.0
Umbrella Corporation,9AOPLD0O,Rosie Papadopoulos,Won,MG Advanced,2017-10-05,2017-10-11,3002.0
Betatech,J54XWY0O,Versie Hillebrand,Lost,GTX Basic,2017-10-05,2017-10-16,0.0
Conecom,FJEL0TDN,Versie Hillebrand,Won,MG Special,2017-10-05,2017-10-07,58.0
Zoomit,I5JTM3EK,Vicki Laflamme,Lost,MG Special,2017-10-05,2017-10-08,0.0
Doncon,3Q5R6HAY,Vicki Laflamme,Won,MG Advanced,2017-10-05,2017-10-08,3435.0
Xx-holding,VOEOU1U6,Zane Levy,Lost,MG Special,2017-10-05,2017-10-07,0.0
Funholding,52IHI8JD,Anna Snelling,Lost,MG Special,2017-10-06,2017-11-24,0.0
Ron-tech,7QPQ40X9,Anna Snelling,Lost,MG Advanced,2017-10-06,2017-10-08,0.0
Konex,KFZ37330,Boris Faz,Won,GTX Basic,2017-10-06,2017-12-14,492.0
Xx-zobam,T64JVA4T,Boris Faz,Won,GTXPro,2017-10-06,2017-10-07,4401.0
Zathunicon,Y5C1Q7UR,Cassey Cress,Won,MG Special,2017-10-06,2017-12-26,50.0
Bubba Gump,VN0XOAB6,Cassey Cress,Won,MG Advanced,2017-10-06,2017-11-12,3333.0
Donware,MVZG0BSG,Corliss Cosme,Won,GTX Plus Basic,2017-10-06,2017-10-16,1095.0
dambase,EM1W738H,Darcel Schlecht,Won,GTX Plus Pro,2017-10-06,2017-11-22,5595.0
Finhigh,13WLN2MJ,Darcel Schlecht,Won,GTXPro,2017-10-06,2017-10-08,4461.0
Yearin,M4NNI01I,Donn Cantrell,Lost,GTX Plus Basic,2017-10-06,2017-10-16,0.0
Streethex,U3FTUG3T,Gladys Colclough,Won,GTX Basic,2017-10-06,2017-11-20,415.0
Stanredtax,RS13M1ZP,Gladys Colclough,Won,MG Advanced,2017-10-06,2017-10-08,3212.0
Groovestreet,10B65ZN9,James Ascencio,Won,GTX Basic,2017-10-06,2017-12-31,457.0
Condax,V4YBVSJ4,Jonathan Berthelot,Lost,GTX Plus Basic,2017-10-06,2017-10-17,0.0
Codehow,LVMPJ8JN,Jonathan Berthelot,Won,GTX Basic,2017-10-06,2017-12-31,546.0
Statholdings,OV0LOPAA,Lajuana Vencill,Lost,GTX Plus Basic,2017-10-06,2017-10-12,0.0
Globex Corporation,0ISX53T3,Lajuana Vencill,Won,GTX Basic,2017-10-06,2017-12-21,453.0
Hatfan,KL8PCQXC,Markita Hansen,Lost,GTXPro,2017-10-06,2017-10-15,0.0
dambase,Q4KZSJ6Q,Moses Frase,Won,GTX Basic,2017-10-06,2017-10-07,510.0
Gogozoom,1IABHXOP,Moses Frase,Won,GTX Basic,2017-10-06,2017-10-14,552.0
Zencorporation,2RE0MZGV,Reed Clapper,Won,MG Advanced,2017-10-06,2017-10-07,3203.0
The New York Inquirer,JLKLRCFZ,Rosie Papadopoulos,Won,GTX Plus Pro,2017-10-06,2017-10-14,6228.0
dambase,2X9KWWCP,Versie Hillebrand,Won,MG Special,2017-10-06,2017-10-11,59.0
Mathtouch,IF2BUC3Q,Wilburn Farren,Lost,GTXPro,2017-10-06,2017-10-08,0.0
Condax,GU4HXZ55,Zane Levy,Won,GTX Plus Basic,2017-10-06,2017-12-23,1129.0
Streethex,JQK0EF45,Anna Snelling,Won,GTX Plus Pro,2017-10-07,2017-10-13,5349.0
Umbrella Corporation,YUUD6GIT,Boris Faz,Won,GTX Plus Basic,2017-10-07,2017-11-19,1148.0
Zotware,FBDZ4LCK,Cassey Cress,Lost,GTX Basic,2017-10-07,2017-10-08,0.0
Toughzap,SQMPV6L6,Cecily Lampkin,Won,MG Special,2017-10-07,2017-10-19,52.0
Finhigh,N9ZBEJFI,Cecily Lampkin,Won,MG Advanced,2017-10-07,2017-12-28,3253.0
Gekko & Co,EKXXH9IK,Daniell Hammack,Won,GTX Plus Basic,2017-10-07,2017-11-04,1267.0
Initech,OC6ZMTK5,Daniell Hammack,Won,GTX Plus Basic,2017-10-07,2017-10-13,1096.0
Hottechi,M57LZE5F,Darcel Schlecht,Lost,MG Advanced,2017-10-07,2017-12-23,0.0
Genco Pura Olive Oil Company,1XO519P4,Darcel Schlecht,Won,MG Special,2017-10-07,2017-12-30,54.0
Green-Plus,UBWO7HIV,Hayden Neloms,Won,MG Advanced,2017-10-07,2017-12-13,3293.0
Rundofase,00X8VEYH,Jonathan Berthelot,Won,GTXPro,2017-10-07,2017-12-22,4404.0
Zumgoity,ZJ11PBUV,Jonathan Berthelot,Won,GTXPro,2017-10-07,2017-10-09,5212.0
Plexzap,GJX7YGIF,Kami Bicknell,Lost,GTX Basic,2017-10-07,2017-11-25,0.0
Dalttechnology,MF6S92GQ,Kary Hendrixson,Won,GTX Basic,2017-10-07,2017-12-08,488.0
Globex Corporation,KTZDTM8W,Lajuana Vencill,Won,GTX Basic,2017-10-07,2017-10-13,594.0
Singletechno,SH0S5N6U,Markita Hansen,Won,GTX Basic,2017-10-07,2017-12-30,464.0
Cheers,M3306MKK,Markita Hansen,Won,MG Special,2017-10-07,2017-12-13,53.0
Finhigh,5H27L6YI,Marty Freudenburg,Lost,GTX Plus Basic,2017-10-07,2017-10-15,0.0
Streethex,FCEJCRKY,Marty Freudenburg,Won,GTX Basic,2017-10-07,2017-10-08,661.0
Genco Pura Olive Oil Company,FTVBHHFC,Marty Freudenburg,Won,GTX Plus Basic,2017-10-07,2017-10-14,1240.0
Isdom,CXE6ORIJ,Marty Freudenburg,Won,MG Advanced,2017-10-07,2017-12-20,2763.0
Condax,QFIEJY21,Maureen Marcano,Won,GTX Basic,2017-10-07,2017-12-05,610.0
Hatfan,4OUTIJAR,Maureen Marcano,Won,MG Special,2017-10-07,2017-12-14,59.0
Rangreen,R19OP4QL,Moses Frase,Won,GTX Basic,2017-10-07,2017-10-19,577.0
Kan-code,UU7QH2WX,Rosalina Dieter,Lost,MG Special,2017-10-07,2017-10-15,0.0
Finjob,O7WVUMZ5,Vicki Laflamme,Won,GTX Plus Basic,2017-10-07,2017-10-09,1139.0
Treequote,NRMFYPAD,Anna Snelling,Won,GTX Plus Pro,2017-10-08,2017-12-30,6038.0
Umbrella Corporation,63HMAJCZ,Boris Faz,Won,GTXPro,2017-10-08,2017-10-14,4605.0
Konex,MR49QBLO,Boris Faz,Won,MG Advanced,2017-10-08,2017-11-21,3264.0
Betasoloin,V7C6RT5S,Cassey Cress,Won,MG Advanced,2017-10-08,2017-10-17,3472.0
Rangreen,G1POINXI,Cecily Lampkin,Won,GTX Plus Basic,2017-10-08,2017-10-15,1186.0
Zotware,S181FZ0Y,Corliss Cosme,Lost,GTX Basic,2017-10-08,2017-10-16,0.0
Sumace,5J7T0GZU,Daniell Hammack,Won,GTXPro,2017-10-08,2017-12-14,4964.0
Domzoom,0IAJNXTD,Darcel Schlecht,Lost,MG Special,2017-10-08,2017-10-10,0.0
Massive Dynamic,RMQME3N0,Donn Cantrell,Lost,GTX Plus Basic,2017-10-08,2017-11-21,0.0
Vehement Capital Partners,G8C3GRPO,Garret Kinder,Won,MG Advanced,2017-10-08,2017-10-20,2812.0
Globex Corporation,IY3U40F8,Gladys Colclough,Lost,GTX Plus Basic,2017-10-08,2017-10-14,0.0
Toughzap,OZFSBIDF,Gladys Colclough,Lost,GTXPro,2017-10-08,2017-10-09,0.0
Blackzim,IEJHIQYI,Hayden Neloms,Won,MG Advanced,2017-10-08,2017-12-22,3517.0
dambase,6SQHVC0S,Jonathan Berthelot,Lost,GTXPro,2017-10-08,2017-12-26,0.0
Sunnamplex,DIGZWVHI,Kami Bicknell,Lost,GTX Basic,2017-10-08,2017-10-09,0.0
Xx-holding,1ZT4IROS,Kami Bicknell,Won,GTX Basic,2017-10-08,2017-10-10,608.0
Fasehatice,60QEB2FZ,Kary Hendrixson,Won,GTX Plus Pro,2017-10-08,2017-10-16,4989.0
Newex,2PX317QP,Kary Hendrixson,Won,GTXPro,2017-10-08,2017-11-23,4780.0
Blackzim,2T0GMDKK,Markita Hansen,Lost,GTX Plus Basic,2017-10-08,2017-10-10,0.0
Labdrill,ZK6HTTBB,Markita Hansen,Lost,MG Special,2017-10-08,2017-10-14,0.0
Zoomit,V74YPMJ4,Rosalina Dieter,Lost,MG Special,2017-10-08,2017-10-20,0.0
Newex,8ZIX3LAF,Vicki Laflamme,Won,MG Advanced,2017-10-08,2017-10-09,3023.0
Conecom,IVMMNSJB,Anna Snelling,Lost,GTX Plus Pro,2017-10-09,2017-10-17,0.0
Ron-tech,H9M21153,Anna Snelling,Won,MG Advanced,2017-10-09,2017-10-20,3100.0
Donquadtech,JV0KXH4X,Boris Faz,Won,GTX Plus Pro,2017-10-09,2017-12-30,6406.0
Kinnamplus,V9UM2K16,Corliss Cosme,Won,GTX Plus Pro,2017-10-09,2017-10-15,5711.0
Ontomedia,SRV6TQ2E,Daniell Hammack,Won,MG Special,2017-10-09,2017-10-18,58.0
Statholdings,94GJ7WZV,Darcel Schlecht,Lost,GTXPro,2017-10-09,2017-10-10,0.0
Zotware,B24YQ6LA,Garret Kinder,Won,GTX Basic,2017-10-09,2017-10-10,552.0
The New York Inquirer,RYELEM60,Garret Kinder,Won,MG Advanced,2017-10-09,2017-10-20,3215.0
Konmatfix,RL26ZS8F,Gladys Colclough,Lost,GTX Basic,2017-10-09,2017-11-27,0.0
Finjob,JKIAA2TF,James Ascencio,Won,GTX Plus Basic,2017-10-09,2017-11-23,1112.0
Stanredtax,HTK2UHC8,Jonathan Berthelot,Lost,GTX Basic,2017-10-09,2017-10-21,0.0
Warephase,SPRK2YOB,Jonathan Berthelot,Won,GTX Plus Basic,2017-10-09,2017-11-25,1190.0
Finjob,8F7VHV02,Kami Bicknell,Won,GTX Basic,2017-10-09,2017-12-22,446.0
Konex,7FGVY6GK,Kami Bicknell,Won,GTX Basic,2017-10-09,2017-10-10,565.0
Singletechno,6IZZL97A,Kary Hendrixson,Lost,GTX Basic,2017-10-09,2017-10-18,0.0
Singletechno,C35YI5NJ,Markita Hansen,Won,GTXPro,2017-10-09,2017-12-25,4753.0
Genco Pura Olive Oil Company,6U30UYDT,Marty Freudenburg,Lost,GTX Plus Basic,2017-10-09,2017-11-30,0.0
Sunnamplex,ZXOHD0KE,Maureen Marcano,Lost,GTX Basic,2017-10-09,2017-10-19,0.0
Statholdings,77Q6KD0O,Niesha Huffines,Lost,GTX Basic,2017-10-09,2017-10-21,0.0
Stanredtax,JIH6P53I,Niesha Huffines,Won,GTX Plus Basic,2017-10-09,2017-10-10,1129.0
Sunnamplex,WKTVP5WY,Rosalina Dieter,Won,MG Special,2017-10-09,2017-10-10,56.0
Singletechno,10N0ZBYO,Rosalina Dieter,Won,MG Advanced,2017-10-09,2017-10-11,3435.0
Rangreen,IUVAUQ6I,Versie Hillebrand,Won,MG Advanced,2017-10-09,2017-10-14,3860.0
Yearin,YH5L64AP,Violet Mclelland,Lost,MG Special,2017-10-09,2017-12-23,0.0
Hottechi,A71ENBVA,Zane Levy,Lost,GTX Basic,2017-10-09,2017-10-17,0.0
Condax,4X8WU71C,Zane Levy,Lost,MG Advanced,2017-10-09,2017-10-11,0.0
Y-corporation,03H4RXBI,Zane Levy,Won,GTX Basic,2017-10-09,2017-12-17,482.0
Codehow,MQVOQZL7,Anna Snelling,Lost,MG Special,2017-10-10,2017-10-19,0.0
Gogozoom,OHD4TPKZ,Anna Snelling,Won,GTX Plus Basic,2017-10-10,2017-10-11,1166.0
Kinnamplus,V4PVZC5L,Boris Faz,Lost,MG Special,2017-10-10,2017-10-18,0.0
Kan-code,9G85W8XE,Corliss Cosme,Lost,GTX Plus Basic,2017-10-10,2017-10-15,0.0
Yearin,S6DXPVLA,Daniell Hammack,Lost,GTX Plus Basic,2017-10-10,2017-11-13,0.0
Zencorporation,MKI4TLUN,Daniell Hammack,Won,GTXPro,2017-10-10,2017-12-18,5112.0
Toughzap,H41YA4SB,Darcel Schlecht,Lost,GTX Plus Basic,2017-10-10,2017-12-26,0.0
Warephase,MW4MSIWW,Darcel Schlecht,Lost,GTXPro,2017-10-10,2017-10-14,0.0
Lexiqvolax,XSQOEHEA,Hayden Neloms,Lost,MG Advanced,2017-10-10,2017-10-15,0.0
Treequote,GQT2DFWZ,Jonathan Berthelot,Won,MG Advanced,2017-10-10,2017-10-20,3892.0
Dalttechnology,IQ9GMTBR,Kami Bicknell,Won,GTX Basic,2017-10-10,2017-10-11,473.0
Groovestreet,ZR8H455M,Kary Hendrixson,Lost,GTX Basic,2017-10-10,2017-10-14,0.0
Scotfind,3F2EMUQ7,Kary Hendrixson,Lost,GTX Plus Basic,2017-10-10,2017-10-11,0.0
Faxquote,VB26KWQ6,Kary Hendrixson,Won,GTX Basic,2017-10-10,2017-11-20,511.0
Hottechi,7J1UD7ZW,Kary Hendrixson,Won,GTX Basic,2017-10-10,2017-10-12,509.0
Labdrill,VR6NO9FA,Kary Hendrixson,Won,GTX Basic,2017-10-10,2017-10-22,528.0
Sunnamplex,O8QGRK5P,Kary Hendrixson,Won,GTX Basic,2017-10-10,2017-10-14,549.0
Rundofase,BOD1GBJU,Lajuana Vencill,Lost,GTX Basic,2017-10-10,2017-12-25,0.0
Gogozoom,TN3IRRND,Lajuana Vencill,Lost,MG Special,2017-10-10,2017-10-19,0.0
Scottech,PR224V1P,Marty Freudenburg,Lost,GTX Basic,2017-10-10,2017-10-19,0.0
Globex Corporation,60RDU2SZ,Marty Freudenburg,Won,MG Advanced,2017-10-10,2017-10-17,3578.0
dambase,X2I316HD,Moses Frase,Won,GTX Basic,2017-10-10,2017-12-29,523.0
Zencorporation,K5DNNWYT,Rosie Papadopoulos,Won,GTXPro,2017-10-10,2017-10-11,4575.0
Plusstrip,941E65Z7,Vicki Laflamme,Won,GTXPro,2017-10-10,2017-10-12,4552.0
Konex,77UHLYMA,Zane Levy,Lost,GTX Basic,2017-10-10,2017-10-11,0.0
Blackzim,VR1XYM23,Zane Levy,Won,GTX Basic,2017-10-10,2017-12-23,551.0
Faxquote,TQ6BTW2Z,Zane Levy,Won,GTX Basic,2017-10-10,2017-10-18,545.0
Y-corporation,IVSOSC0E,Zane Levy,Won,GTX Plus Basic,2017-10-10,2017-10-15,1134.0
Statholdings,KI4LTBV6,Anna Snelling,Lost,MG Advanced,2017-10-11,2017-10-13,0.0
Scottech,4VZ0JIVZ,Anna Snelling,Won,MG Advanced,2017-10-11,2017-10-16,3434.0
Condax,FNCXBWHQ,Boris Faz,Won,GTX Basic,2017-10-11,2017-12-27,505.0
Ganjaflex,Q306R9K4,Boris Faz,Won,GTX Plus Basic,2017-10-11,2017-10-21,1066.0
Zathunicon,KHRY7J40,Cassey Cress,Won,GTX Basic,2017-10-11,2017-11-12,580.0
Initech,AP9MLRZJ,Corliss Cosme,Won,GTXPro,2017-10-11,2017-12-20,4501.0
Globex Corporation,46JP2TQB,Darcel Schlecht,Lost,GTX Plus Basic,2017-10-11,2017-10-19,0.0
Rundofase,W48N7MRO,Darcel Schlecht,Lost,GTX Plus Pro,2017-10-11,2017-10-13,0.0
Treequote,X4LSK4OE,Darcel Schlecht,Won,GTX Plus Pro,2017-10-11,2017-11-03,6182.0
Bubba Gump,M1ZZYSTB,Donn Cantrell,Won,GTXPro,2017-10-11,2017-10-12,4763.0
Gekko & Co,0UOIGVEO,Donn Cantrell,Won,MG Advanced,2017-10-11,2017-10-20,3024.0
Ganjaflex,AK9OXW30,Garret Kinder,Lost,MG Special,2017-10-11,2017-10-12,0.0
Green-Plus,CFGYG1EC,James Ascencio,Lost,GTX Basic,2017-10-11,2017-10-13,0.0
Goodsilron,TS3P4VMD,James Ascencio,Won,GTX Plus Pro,2017-10-11,2017-10-19,6751.0
Goodsilron,8PEB9FHX,James Ascencio,Won,MG Special,2017-10-11,2017-10-18,54.0
Stanredtax,V1YT1LP1,Jonathan Berthelot,Won,GTX Basic,2017-10-11,2017-12-25,592.0
Cancity,DTIZX4YN,Jonathan Berthelot,Won,GTX Plus Basic,2017-10-11,2017-10-22,969.0
Dalttechnology,KMBY0IGV,Kami Bicknell,Won,MG Special,2017-10-11,2017-10-12,48.0
Konex,XULGG5K8,Kary Hendrixson,Lost,GTX Basic,2017-10-11,2017-10-13,0.0
Labdrill,KP8ZZ3Y6,Kary Hendrixson,Lost,GTX Plus Basic,2017-10-11,2017-12-23,0.0
Hatfan,SBF5S7LF,Kary Hendrixson,Won,GTX Plus Pro,2017-10-11,2017-10-21,6555.0
Treequote,YIA65LM2,Lajuana Vencill,Lost,MG Advanced,2017-10-11,2017-10-19,0.0
Bioholding,TVBY6CND,Marty Freudenburg,Won,GTX Plus Pro,2017-10-11,2017-12-15,5271.0
Kan-code,EC9H6XHB,Rosie Papadopoulos,Lost,MG Special,2017-10-11,2017-11-22,0.0
Yearin,47QKNXLO,Rosie Papadopoulos,Won,GTX Basic,2017-10-11,2017-12-10,472.0
Cancity,VW2PJALW,Versie Hillebrand,Won,GTX Plus Pro,2017-10-11,2017-11-29,5211.0
Y-corporation,GVLIYD9A,Vicki Laflamme,Won,GTX Basic,2017-10-11,2017-12-11,430.0
Fasehatice,II1GOQWL,Zane Levy,Lost,GTX Basic,2017-10-11,2017-10-20,0.0
Singletechno,4P5BOQB5,Zane Levy,Won,GTXPro,2017-10-11,2017-12-22,4545.0
Umbrella Corporation,QYYOVTHC,Boris Faz,Lost,GTX Plus Basic,2017-10-12,2017-10-19,0.0
Zumgoity,AADN7F5T,Darcel Schlecht,Lost,MG Special,2017-10-12,2017-10-17,0.0
Ron-tech,U8CWFFRH,Jonathan Berthelot,Lost,MG Advanced,2017-10-12,2017-10-13,0.0
Scottech,35HVN8Q3,Jonathan Berthelot,Won,GTX Basic,2017-10-12,2017-10-21,528.0
Conecom,PNNZM0OZ,Jonathan Berthelot,Won,GTXPro,2017-10-12,2017-12-28,5064.0
